article_id,y,rationale,scope
9e435aa8-640b-47f0-8992-075eacdbf095,1,"A neutral, forward-looking article about what to expect from the earnings season.",market
fa8d36fd-3c53-42ad-af4c-bed54a0848c0,1,"Announcing the date of an earnings release is a neutral, routine corporate announcement.",company
8d6128a2-11ca-40ca-a6bf-c44e01cf6f88,2,"The headline explicitly states a company ""Has Made a Historic Comeback"" and the article quotes someone saying the situation is ""wildly bullish"".",company
411eef8f-a2e9-4b6f-9f73-c27feebac035,1,"Neutral analysis of an IPO without a clear positive or negative outcome.",company
4a6328ce-34ed-424f-ba57-f79e4b0585af,2,"The headline mentions a ""market rally"" as investors ""cheer"" a decision.",market
046db7b0-7146-4dd7-8eab-e5e05e22cbd9,0,"A lawsuit is a negative event for the company.",company
42f9602c-eca4-4300-aa53-83e7751dbd7b,0,"The headline explicitly states Wall Street ""Plunges"" and a ""Global Selloff"".",market
31ee00f7-1436-4430-af8a-b24e26dff7b5,0,"An executive selling a large amount of shares can be perceived as negative news.",company
827b0770-ad7c-4118-92e3-91f52a1c2d00,0,"The headline contains an explicit ""Downgrade"" and warns the company ""Could Burst The AI Bubble"".",company
6e09b839-04d2-44c8-b546-4c6028a1b519,1,"The headline mentions ""Bulls vs. Bears"" and a stock that ""slips"" but is a review of results, which are not explicitly stated, so it is a mixed/neutral article.",company
610c2650-c0e0-4e83-8424-b74f05ce808a,2,"The headline states futures ""jump"" and sentiment is ""lifted"".",market
71a3b6f4-32c6-461e-9794-b6e03e7bdadf,2,"The headline mentions the company is among the ""Best Stocks to Buy"".",company
7af60e82-1408-4b46-a81c-87e60039bc64,1,"General news about events to watch for the week ahead, which is a neutral news item.",market
b0971fed-3518-4c3b-a0a8-1d9ecf7780f2,1,"Reporting quarter and year-end results is a neutral event. The sentiment is based on the results themselves, which aren't provided.",company
c03be41e-1680-40c8-9b6b-2db81a043fa8,1,"Investment update is a neutral, routine corporate announcement.",company
c7054a12-ef9b-4ca7-aa53-e8519160877c,1,"A company rejecting a buyout offer is neutral. It could be seen as positive if the company believes it is worth more, but the headline is factual and not overtly positive or negative.",company
ec00cc7e-ae0b-48e1-b982-a3d2cbe82fbf,0,"The headline and description explicitly state the company had a ""disastrous Q1 2025"" with ""revenue declines"" and ""profitability woes"".",company
37b49c78-89b6-4dc7-981f-d675f91a6919,2,"The headline explicitly says ""Boost Your Portfolio"" and ""Attractive US Growth Stocks"".",market
ef573249-32b9-4262-a9a0-a24946152f01,2,"A share repurchase program is a positive event for shareholders, as it reduces the number of outstanding shares.",company
d2c99966-53e7-428c-9c36-7b3afb29d370,2,"The headline describes a ""Groundbreaking Partnership"" which is a positive development.",company
20c786c4-3938-49a5-b709-093c849a69e7,0,"The headline and description explicitly state the stock ""Dips"".",company
63d9741d-2ebc-43d0-87f0-de570c1f8549,0,"The headline explicitly states ""Stocks Plummet"" and mentions ""Recession Fears"".",market
1e28a8ae-bf81-4ad2-872d-4bc2a815f499,2,"The headline uses the positive phrase ""shakes up"" and mentions ""innovative breakthroughs"" and ""strategic advancements"".",company
480ab1dd-b00e-42d5-b21a-dc2c8a85db35,1,"An earnings preview is a neutral, forward-looking article. The sentiment depends on the actual earnings, which haven't been released yet.",company
aef61bbb-bf2c-47b3-a3eb-3b5b89a2c992,1,"The headline mentions companies ""Have to Prove Themselves"" which is a mixed/neutral statement, and the description mentions a drop in searches, which is negative, but the overall tone is not strongly negative.",company
100192fe-e9bb-4bd2-9849-914180f2a05d,0,"A hedge fund ""Cuts Down On"" stock holdings, which can be perceived as negative sentiment.",company
77e69f77-7080-44b7-93e5-136f010633e4,2,"The headline explicitly states ""Futures Push Higher Into Record Territory"".",market
8e5ae411-0c77-4abc-b012-7e74b724472d,0,"A company reducing its stake in another company by a significant amount is generally seen as a negative event for the company whose shares were sold.",company
68653929-bf0e-4071-8450-c6a63e399d43,0,"The article explicitly states the stock ""Moves -0.15%"".",company
ce71ce6c-aa9f-4e87-9e47-cee2b2b8506f,2,"The headline mentions a ""Bull Case Theory"" which is explicitly positive.",company
eb594fcf-8ff2-4c0f-a591-f1456f50d7b4,1,"Earnings call transcript is a neutral, factual document. The sentiment is based on the content of the discussion, which isn't provided.",company
239895f0-a687-4366-b2b2-f71758424e78,0,"The article explicitly states the stock ""Moves -1.09%"".",company
966f83b0-c8e3-4838-bfa8-7778fb365c3d,0,"The headline explicitly states investors ""pay for it"" and mentions ""fear of slowing economic growth"".",market
6b664bce-9f95-47f3-a373-b18f3725bc9e,0,"The headline mentions a ""Tariff Tussle"" and ""Dead Cat Bounce,"" which are negative and mixed terms. The article is focused on the negative impact of tariffs.",market
53d53a53-0579-4f97-8f03-5ca2757dbdd3,0,"The headline explicitly states a ""Rift May Cap Stock Upside Potential"", which is a negative-leaning analysis.",company
6f2c3662-0e98-4476-b42c-c5c85740c743,2,"The headline states the stock ""Beats Stock Market Upswing"".",company
d2e494f1-05ed-4937-a93f-76d515a7aa9a,1,"The headline mentions a small gain but also that the stock ""Lags Market"", making it a mixed/neutral sentiment.",company
6aa22690-0a8d-44ca-be60-935d7c932774,1,"Announcing participation in an event is a neutral corporate update.",company
f067b24a-3c84-4685-8e26-f6e515c57406,0,"The headline explicitly states the stock ""Sees a More Significant Dip"" and provides a negative number.",company
9556e275-4f89-451d-b781-f65396f17b36,0,"The headline mentions ""Criticism"" and ""concern"" about tariffs.",industry
92ddd2ad-cf23-40a0-ab8d-889e68d9c9e7,2,"The headline explicitly states the company reports ""Strong Fourth Quarter and 2024 Annual Results"".",company
87980b0c-1c7c-4723-be97-5826deda26e9,0,"The headline explicitly states the company ""Misses Q4 Earnings Estimates"".",company
2cfaeceb-a47b-4d60-a340-c5d328c92388,2,"The headline explicitly states the S&P 500 ""hits record high"" after a rally.",market
bdc40ac9-8da7-4fdb-9644-c5bece3293e4,0,"The headline explicitly states the company ""Faces Delays"" and has ""Issues"".",company
523ff206-2ecc-4c99-b2ff-70fa929718f7,0,"A Fed official saying sentiment data is ""concerning"" is a negative economic statement.",market
c4e6efc6-fbfe-4ab5-a633-19c73705365a,0,"A CEO bemoaning a ""grossly unfair"" asset cap is a negative statement about a company and the regulatory environment.",company
bcc5ad58-5968-484e-b918-fe43861611e6,2,"Launching a new AI-powered product is a positive business development.",company
03cf5df0-3501-413a-bee1-64c1234c6be9,1,"Presenting at a conference is a neutral, routine event.",company
0aa24364-b739-4890-bfab-9df7b5a324d2,1,"Presenting at a conference is a neutral, routine event.",company
929df2d1-9aa1-4e4b-b3db-709222524b5e,1,"Appointing new directors and forming a strategic committee is a neutral, routine corporate announcement.",company
f5c0679c-f91a-43de-89cf-d4ccf3fe0dcd,1,"The article mentions a rally that ""faded"" and a mixed outcome for the market, making it neutral.",market
d50990a5-dc6d-421d-a596-01d9940c7a05,0,"An insider selling a large number of shares is typically a negative signal for the stock.",company
1a71e616-7e20-4d43-b6c3-c525f0e3f4a9,0,"The headline explicitly states the stock ""Sinks"".",company
9ca8504b-ee32-49a4-9090-b232f25e2cae,2,"The headline mentions a ""Cheap 6% Dividend"", which is a positive recommendation for investors.",company
99ca4f82-c769-4787-a731-36b8a87972a2,1,"A neutral look at key metrics without a clear positive or negative event being described.",company
41c955d6-ce4c-45b6-9f62-701f9716f2a4,1,"The article mentions ""steady revenue grower"" and ""growth potential"" but the analyst recommends waiting to buy, making the overall sentiment mixed/neutral.",company
a8ccaf86-43b9-40ac-9711-4aad7d6ee493,0,"The article explicitly states the stock ""Moves -0.42%"".",company
419c6d45-93ac-4978-9a8c-8713e1c8e6cb,1,"Earnings call transcript is a neutral, factual document. The sentiment is based on the content of the discussion, which isn't provided.",company
8c6fceb9-0914-40c1-8f5c-08871e6794cb,0,"The headline explicitly states the stock ""Sinks"".",company
493f4bbb-711a-47a9-bad4-91dfe9300593,1,"Announcing upcoming earnings is a neutral, routine corporate announcement. The analyst expectation of a turnaround is positive but not a confirmed event.",company
ecb256e4-d0cc-4093-94a4-bed8b74fe4ce,2,"The company received ""Additional funding"" which ""boosts... liquidity"", a positive event.",company
6a154cb2-dba7-45d3-ac41-6d47628502ae,1,"The article provides a mix of ""buy"" and ""sell"" recommendations and talks about a market that recovered but still declined for the week, making the overall sentiment mixed/neutral.",market
d7d73516-f1a3-4239-9de1-4d0ccccac882,1,"The article describes a company as a ""wait and see situation"", which is a neutral statement.",company
cd30ca44-1227-4b53-8004-bc1f779b724d,1,"Announcing a public offering of senior notes is a neutral financial event.",company
497015aa-bf24-44c7-8d5e-f7292343762e,1,"A general news roundup about companies with preferred stock, which is neutral.",company
1b1091e1-bf73-4637-bca5-ad83330bf4c3,0,"The headline explicitly states the company's earnings and revenue ""Miss Estimates"".",company
19f9e812-d8a3-41e3-ac87-602ac9e6b989,2,"The company acquires a property, which is a positive business expansion.",company
f4bfec1a-b5a5-4b46-8cf3-d44f5da56434,0,"The headline explicitly states the company ""Lags Q4 FFO and Revenue Estimates"".",company
e8261fca-89a7-4b2e-95bf-9e1968bcd733,1,"Filing a proxy statement is a neutral, routine event.",company
087a852d-95a4-4cb3-9007-ff4681836cfa,0,"A reminder for investors about a ""Securities Class Action"" is a negative event for the company.",company
a1c4e491-1ea0-4f78-9070-2fecb3d94aa1,0,"A reminder for investors about a ""Class Action Lawsuit"" is a negative event for the company.",company
fd5fcb9a-981f-4fb8-a5cf-27c497c36d59,2,"The headline asks a positive-leaning question ""the Best Affordable Tech Stock to Buy?"".",company
6a967d96-12e8-4dda-ae97-8ecc8cf58c3e,0,"An encouragement for investors to inquire about a ""Securities Fraud Class Action"" is a negative event for the company.",company
3122df6e-ea85-49d9-b953-def318e49226,2,"The headline states the company ""Receives Buy Rating from Needham"".",company
72cd8d6f-e95f-448f-bdf3-a0e13d531d7c,1,"Adjusting an earnings announcement date is a neutral, routine corporate announcement.",company
5cd169da-07f3-4bbb-a418-21ddd2eba5e8,1,"General news about what ""whales"" are betting, which is a neutral observation on market activity.",company
c449e24f-9af8-46d3-8d67-7dc6e21b2a30,0,"A reminder for investors about a ""Securities Class Action"" is a negative event for the company.",company
696e1b86-46d4-47c6-8b3a-a224909e5e6e,2,"The headline and description mention ""Best Dividend Stocks to Buy"" and ""reliable income potential"".",market
f44e6f07-1605-40d9-9b14-2d3af0911e34,2,"The headline explicitly states the company ""Tops Q4 Earnings and Revenue Estimates"".",company
f6ebaaaa-91aa-4986-b640-06ad5aa2540f,0,"The headline states a company ""Delays"" a filing and that the stock ""experienced a 3.5% drop"".",company
58f8cd35-be08-43a8-997d-64facbd41ab2,1,"The headline mentions positive ""700% ARR Growth"" but also a negative ""GPU Price War,"" making the overall sentiment mixed.",company
75b714f5-2db1-4fc9-b180-c407c3fa0955,1,"An article breaking down a stock before an event is a neutral, forward-looking article. The reference to ""Super Bowl of AI"" is a metaphor, not a literal event.",company
f7ac8582-75ee-4acd-9cad-de561b259dd1,2,"A major company using AI to ""speeding up"" chip design and calling it a ""major productivity opportunity"" is a positive business development.",company
f853ce76-aeaf-4a86-b764-851c5574907c,2,"The headline explicitly states ""Futures, Global Markets Jump"".",market
c7a5c852-8f8f-48f7-9c51-520b09add56e,2,"The headline mentions other big tech companies giving a company ""Great News"" and asks a positive-leaning question about if the stock is a ""Buy"".",company
79d886ed-da4c-4231-b6f3-9f8e08928dca,2,"The headline mentions a stock is among the ""Overlooked Tech Stocks to Buy Now"".",company
a17ed989-e600-4e70-b9ed-7bcd4d5f7b1d,2,"The headline and description mention stocks to ""Buy and Hold"" and that they could make ""great investments"".",company
b5be9231-11c4-4439-ac86-fb0e231a3742,1,"The headline asks a neutral question ""Is Nvidia a Buy?"" and the article is an analysis of a report, which is neutral.",company
e46575e0-91c8-403d-8c42-b5401200180d,0,"The headline explicitly states Wall Street ""dips"" due to tensions.",market
d23ba652-8429-45ba-a9a9-2b4ac568aa5e,2,"The headline and description mention stock funds for a 401(k) that offer ""long-term growth potential"".",market
b7bffa1a-2fae-4fba-907a-c4238e87f734,2,"The headline explicitly states ""Stocks are higher"".",market
a19c73af-e28c-42a1-a314-2beb26f0cb98,1,"An article comparing a company to others that are ""rated higher"" is a mixed/neutral sentiment.",company
0c36c3cc-ffbb-4210-82c7-0e5926dc56e5,0,"The headline explicitly states the stock ""Drops"" and the company ""Lowers Its Revenue Outlook"".",company
a4b7491c-f213-43cb-a87c-13124816fc1e,2,"The headline mentions the company's dominance ""remains intact"" and its growth outlook is ""solid"".",company
b49fae47-8a1c-44cf-9356-88ba4b0e038a,2,"The headline states the S&P 500 ""Approaches Record High"" and mentions ""upward momentum"".",market
76a9e98d-3808-4ba0-a50b-f1a0bbd13e64,1,"A neutral industry outlook article that highlights companies.",industry
4fe048b9-7267-4d95-afc7-5c00f73609cc,1,"A neutral article about microcap stocks and their potential future. The title itself is not positive or negative.",market
dca50edc-2a0a-4cbf-9865-8fc85bdba151,2,"The headline asks if a stock is the ""next NVIDIA and worth buying now?"", which is a positive-leaning question.",company
5c5873df-6d40-44b5-8f37-250bdda17a3b,1,"The headline mentions negative insider sales but the description mentions analysts forecast ""notable upside potential"", making it a mixed/neutral sentiment.",company
4b138157-672c-4a0f-bf9c-d9165cd15912,0,"The headline and description mention a warning that export bans are ""backfiring"" and fueling a competitor's rise, which is a negative-leaning article about a company's business environment.",company
12afaf03-529a-4d5d-82b4-bd9dee415673,2,"The headline mentions the tech rally ""has more room to run"".",industry
c1182a21-2937-4835-a747-cf02e9f0dcf9,2,"The article mentions a company is ""up 17%"" and ""handily crushing"" the S&P 500, a positive performance.",company
78cb4500-e380-4aae-977d-4cef64c8c042,2,"The headline states a ""Selloff Overdone"" and the description gives a ""Buy"" rating and mentions ""strong revenue growth"".",company
f7ce5237-7db4-43ae-b93f-96b8a18a02f8,2,"The headline explicitly states a startup ""raises $75 million"".",company
4e2bdeba-6602-4a2a-8c19-ae8f7399b9ff,0,"The headline states ""Market Mayhem"", which is a negative term.",market
4e7381eb-2311-4c45-9126-4f5c6a1a93f5,1,"A company SVP outlining a production roadmap is a neutral, routine business update.",company
fb1eb992-c2a4-415d-9632-7b9f360aa4ee,2,"The headline explicitly states stocks ""Soar"".",market
c4385df2-826b-4ba4-989a-a8a763bf1f75,0,"The headline mentions ""March Meltdown"" and ""Queezy Q1"", which are negative terms.",market
51b0d133-9d65-402c-8d02-e99081732da7,2,"The headline mentions stocks that can ""Power Your Portfolio Higher"".",market
5e23262b-af25-45c4-9b54-b85fa7163f3f,1,"The article mentions a positive ""blockbuster IPO"" but also a negative ""shocking detail"" about customer concentration and ""material weaknesses"", making the overall sentiment mixed/neutral.",company
768100a3-b744-46fb-99dc-8d7854cddeb3,2,"The headline mentions ""3 Big AI Dividends"" and a positive impact on corporate profits.",industry
c6338c9f-ed6d-433f-823e-084aeec47b05,0,"The headline mentions a ""Wake-Up Call That Shook the AI World"" and says tech companies were ""shocked"", which are negative terms.",industry
9122f11f-07a3-4be6-a5d3-69e128cfa0f6,2,"The headline explicitly states the stock ""rallies"" after a slump.",company
b89ab146-71f7-4ec1-aa44-be22aa28fe0f,2,"The article mentions a list of ""top 3 gainers"" and that the S&P 500 ""advanced over 4%"", which are positive.",market
2de11eac-b331-4a67-a025-1725f2a14f23,2,"The headline mentions a ""record winning streak"".",company
ada2dde2-4921-4655-9f7e-bbee8409b34d,0,"The headline explicitly warns of a ""Coming Stock Market Crash"" and mentions ""dangerous sign"".",market
c051455f-7860-440e-ae67-23a33dbc6d55,0,"The headline explicitly states stocks ""dip"" and ""declined"".",market
e3928469-9a80-4223-9369-2ed771032814,2,"The headline mentions a ""Strong Buy"" rating and the description talks about ""diverse growth"" and ""great potential"".",company
5dec1803-cd94-4d4d-bc83-43aa3837211b,2,"The headline explicitly states ""Revenue Surges"".",company
2790405b-57e9-4041-b021-11fe98437ab7,1,"General news about options trading is a neutral financial topic.",company
0b3e641e-999e-404f-bbcb-c0634d2988e7,2,"The headline mentions a company is among the ""Best Performing Dow Stocks"".",company
c44fbdfd-bf29-41fe-a5f4-f5c0cffec023,1,"The article is a neutral analysis of semiconductor stocks flying under the radar.",industry
1124c7df-fb2e-4312-a6ef-c09381090b3a,2,"The headline mentions billionaires ""Grow More Than $30 Billion Richer"" and a ""stock rally"".",market
680e3afe-04e6-4134-8acd-2e9a65ab2bf4,2,"The headline explicitly states ""US Stocks Rise"" and notes a ""third consecutive gain"".",market
cfd7e539-f84c-42f4-a0bd-872dc9976f4a,1,"The article is a neutral discussion of an analyst's opinion on a stock's price target.",company
74a5dd24-1209-49ef-8c5e-2e4a4eb214dc,0,"The headline and description explicitly state stocks ""slump"" and ""skid"".",market
6790cd5b-39cc-4fd1-9627-bf637ba9cf5c,1,"The headline mentions some indices ""rise"" while one ""lags"", making the overall sentiment mixed/neutral.",market
82da29cb-e2d2-44f3-8858-520be1f7d50f,2,"The headline explicitly states the tech sector ""Hits Record Highs"".",industry
70e77f39-ff24-412b-9255-20c535c2c89d,1,"A CEO's statement about a future product is a neutral, forward-looking announcement.",company
f40ab747-fa4a-4139-bc1c-72fa26d67e4b,1,"A year in review is a neutral, retrospective analysis.",industry
2760dd68-d1d4-4498-a268-ef0bb0c83a21,2,"The headline mentions stocks to ""Buy Like There's No Tomorrow"" and that they could deliver ""explosive returns"".",company
29086c6f-bbea-4ced-9156-b8fcab1919b6,2,"The headline mentions picks for ""Generational Wealth"", which is a highly positive recommendation.",market
9edc62a4-aca8-4832-a1e6-1db949a1c8e6,1,"The article mentions a stock has ""soared"" but also faces ""a lot of risks"", making it a mixed/neutral sentiment.",company
97ea4398-db79-468a-9622-73d4145f527b,2,"The headline and description state the company ""Receives Upgrade"" and an increased price target, which is a positive event.",company
cf9f4b39-a915-4d40-895c-2f02c3323a0d,0,"The headline explicitly states indexes ""Struggle"".",market
8d52b050-244e-439c-a045-b6e95650872f,2,"The headline explicitly states ""Futures Rise"".",market
aed5b889-4efc-4801-b51f-6503e741c53e,0,"The headline states the market ""extended its losses"" and that stocks faced ""sharp declines"".",market
49582c44-debe-4668-a9d5-801635480b7b,0,"The headline and description explicitly state the market ""Plunges"" and experienced a ""dramatic selloff"".",market
16f5c6ae-c273-43de-b9b1-65cb83afa11c,0,"The headline asks a question about a stock that ""Has Plunged"", which is a negative event.",market
c2d13cfa-a19e-4d62-9cd0-2b08bca5eccb,2,"The headline mentions stocks to ""Buy Before They Soar"".",company
feec6591-d4d3-4bfa-8f9d-2bcadc8cb011,1,"A neutral analyst blog that highlights several companies.",company
47e4d484-aa14-40e7-b7e3-c1773e30a449,2,"The headline explicitly states the market ""Jumps"" and mentions ""New Buys"".",market
be687dac-1f86-442b-87f0-96250e284417,0,"The headline explicitly states the S&P 500 ""slides"".",market
01610d33-0fe2-4072-9932-dce4f6c6b9a0,2,"The headline explicitly states the stock is ""Flying Higher"" and received a ""rating upgrade"".",company
1355f3cb-8fe7-4476-8f86-8c0b87ff467f,1,"The headline mentions the stock is ""Down 20%"" but asks if it's ""Time to Buy the Dip"", and the description mentions beating estimates, making it a mixed/neutral sentiment.",company
96dffd18-bc81-4cc5-a69f-4b49195698f7,1,"A neutral analysis of options trading activity.",company
18146b6e-0f95-4c5a-9166-ec92e02d199b,2,"The headline states a stock is ""surging"".",company
5205dc4e-3120-4626-b4df-39ef039154ed,1,"The article mentions a positive ""record-breaking year"" but also that ""struggles linger"", making the overall sentiment mixed/neutral.",industry
8f66c8c2-6dad-4917-a70e-ba12fb96f9ca,2,"The headline mentions a ""Bull Case Theory"" which is explicitly positive.",company
0ffc4765-b054-4d75-8067-8806eb8d08a3,1,"The article raises questions about spending and mentions the launch of a new app, which is a mixed/neutral sentiment.",industry
8cae5a4d-d0eb-47ac-89c7-c51f585c3239,0,"The headline explicitly states the S&P 500 ""Retreats"".",market
a944a46f-4596-4690-9c5d-00c4f1ce0bbd,0,"The article states the IPO price is ""below expected range"" and mentions investor ""skepticism"".",company
0e284729-c167-4cbb-9e84-d7e98188b951,1,"The article is a neutral analysis of potential winners in the market.",market
00faa938-145e-4ae0-a364-bf7450f29204,0,"The headline explicitly states semis ""Slide"" on a report.",industry
e1f82523-4026-4fb3-8109-1f0a9c4b6cde,1,"The headline mentions futures are ""Flat"" while global stocks are at a ""New All Time High"", making it a mixed/neutral statement.",market
80359232-2383-4e19-a9a8-8f23b845aae8,2,"The description mentions a company ""jumping"" after announcing a partnership.",company
f691a819-e406-4e66-8fd9-c5452a045059,1,"The headline mentions futures ""stall"" on uncertainty, but the description mentions a ""strong trading session"" and that the S&P 500 ""erased its losses"", making it mixed/neutral.",market
76418924-9744-4a6f-9792-6d64b2dfd8d3,0,"The headline and description explicitly state a ""Tariff Rout"" and that the Nasdaq is in a ""Bear Market"".",market
adcd45be-1f02-4f27-9f39-44eb8f99566d,0,"The headline mentions Asian stocks ""May Struggle"" and US shares ""declined"".",market
51e1f80a-e9be-43b7-8cc1-bbbe985f848c,1,"A neutral article highlighting stock picks for a specific investment strategy.",market
688aabfa-4ad1-4778-b5c8-92dab3dbd8cc,0,"The headline explicitly warns of a ""Looming Stock Market Correction"" and a ""Biggest Single Day Loss"".",market
43ce8cb6-80f3-4af6-94ab-de067e6ded8d,2,"The headline explicitly states stocks ""continue the rally"" and provides positive numbers.",market
d4425776-db08-49cf-bbd4-9876674ae547,2,"The headline asks a positive-leaning question ""the Best FAANG+ Stock to Invest in Right Now?"".",company
5035b1e4-dedf-4865-9469-a06ef2d29b06,2,"The headline explicitly states ""Stocks Climb"" and notes a ""Rally"".",market
59ef81e9-69d3-4577-806e-cf8608273a25,0,"The headline explicitly states stocks ""lead Nasdaq lower"" and ""log more losses"".",market
f8a2af12-bd75-4be7-b3ce-9617df5ad0ef,0,"The headline mentions billionaires ""Have Lost $400 Billion"" and that their fortunes have ""plummeted"".",market
81d57911-b13f-4610-bd74-1d87b8f97f0a,2,"The headline explicitly states Wall Street ""ends higher"" and mentions gains.",market
2e44e964-fb1d-46ce-b5b3-1053555298f0,0,"The headline asks a negative question, comparing the current situation to a ""dotcom bust"".",market
004ab183-da72-4dca-8d4b-7a1a9cf64bcd,1,"A neutral article about a podcast episode on a company and market valuation.",company
07b02e48-1871-4691-834c-e74d7e88c4be,2,"The headline states the stock ""Barreled 24% Higher"".",company
e5eb2051-d57b-4a6e-b04b-db793ef0c167,2,"The headline mentions ""3 Picks for Long-Term Growth"", which is a positive recommendation.",market
cdf071f9-608e-4d39-9c63-87690c97a861,1,"A neutral podcast about a company.",company
8f70578f-4dab-4ba1-b5bc-7454df38c7b0,1,"The headline mentions ""Volatility"" and ""Anticipation"", which is a neutral state.",company
4ef80a4b-750e-4bea-bd55-e13022f1d2a8,0,"The headline and description mention ""Another red day on Wall Street"" and a ""market-cap wipeout"".",market
9625aba9-eb49-4cab-9c5e-5012b9a98602,1,"Earnings call transcript is a neutral, factual document. The sentiment is based on the content of the discussion, which isn't provided.",company
3127f395-3285-44cf-a6cb-4a8f04ee7af8,1,"An article highlighting women in a specific field is a neutral, informational piece.",industry
1d12e417-d159-455c-9525-88f0a16d95ac,0,"The headline and description explicitly state the market experienced ""carnage"" and a ""stunning market plunge"".",market
ab2c906b-4bad-4e11-af97-3caa5f56ac6b,1,"The headline mentions a ""Quick 30% Rally"" but the analyst recommends a ""Hold"", making the overall sentiment mixed/neutral.",company
e87daf0e-c7ad-4332-afb1-807c2cfa093a,1,"A CEO stating an aspiration to hold an IPO is a neutral, forward-looking statement about a future event.",company
