article_id,y,rationale,scope
03f24583-5606-420b-8d89-9ef4dd80a480,2,"The headline explicitly states the company ""outlines 5% to 7% EPS growth"".",company
f6b1408f-3b17-493c-b598-a9221db3f49b,1,"An article about a company being ""in focus"" for upcoming events is neutral.",company
e9b0df63-b62b-4e3b-8c66-32fd4df3c595,1,"A neutral article that poses a question about whether a stock is a buy now.",company
84d8e629-fe0d-40e5-a209-801a1a4d7810,1,"The headline is a general statement about market trends, which is a neutral observation.",market
1467e845-c5b2-4d33-9bc0-885cb40e0a2e,1,"A neutral look at key metrics without a clear positive or negative event being described.",company
411d976b-32be-40a2-b339-4f1a1b7a392c,2,"Expanding footprint with new contracts worth millions is a positive business development.",company
61250d72-d57c-4bc3-b40a-1dcebf5387a3,0,"The headline explicitly states ""Futures Slide"" and jeopardizing a ""Winning Streak"".",market
a0416440-f2e8-4e98-8e8b-b297ae3d94bd,2,"The headline explicitly states the stock price is ""Up 5.34%"" and ""surged"".",company
183918af-b71b-46ce-abab-62a5f2e2999a,2,"Declaring a quarterly dividend is a positive event for shareholders.",company
0b9fa423-58b5-4593-8581-d551d79487fa,1,"An announcement of an IPO filing is a neutral, routine corporate event.",company
a838ea8c-0d3b-4b94-bfc8-a45074781163,1,"Investment update is a neutral, routine corporate announcement.",company
6f564f34-d600-4f9c-970c-d06ab65c01c3,2,"The headline asks a positive-leaning question ""the Most Profitable Tech Stock to Buy Now?"".",company
e9333005-3228-4089-87bb-908dbd96c81b,1,"The headline mentions a stock is ""down 21%"" but asks a positive-leaning question ""Is It Time To Buy?"", making it a mixed/neutral sentiment.",company
b553a93c-19f3-4f5b-824e-115da870e70a,2,"The headline explicitly states the company ""powers to best weekly advance in over 25 years"".",company
4f2d655c-2388-4d34-bf25-607e69fbdcc9,2,"The headline mentions stocks with ""Huge Upside Potential"" and an ""artificial intelligence-driven run"".",market
c716ba5f-f8bc-4157-85a8-768247af105e,0,"The headline explicitly states tariffs ""Trigger Extreme Stock Market Volatility"".",market
586fd19b-d860-422d-a400-4de3acefd1fc,0,"The article is based on an investor seeing ""no upside"" to a stock, which is a negative opinion.",company
cfc61a21-9068-482c-890d-341dc236818b,1,"The article is a neutral analysis asking a question about a group of stocks.",market
b959bef4-a261-4c51-abaf-8069369c4472,2,"The headline explicitly states the stock ""Blasted Higher"" and mentions strong sales and a price target lift.",company
185e1995-dd8d-4c6a-9bff-facaf966b009,1,"The headline mentions the company ""Fires Up"" the AI race with a ""Bold New Chip Reveal,"" which is positive, but the description says the stock ""fell 1.76%"", making the overall sentiment mixed/neutral.",company
3358740b-d208-4c2e-9c96-54f95223247d,1,"A general article about investing, which is a neutral topic.",market
db1b672f-ae27-4f22-8234-86b61ecea833,1,"The article mentions a company plans to issue securities to ""strengthen its financial position"" but also that analysts suggest ""a moderate downside"", making the overall sentiment mixed/neutral.",company
64f5f108-4c7d-4fd7-88c4-7dcadee23a29,2,"The headline mentions indices ""rise slightly"" and that tech stocks ""power market gains"".",market
1c8e1ecc-f9b5-43bb-81d2-2b94d3a2509e,2,"The headline mentions a stock ""gain"" that ""leads chip stocks higher"" amid a ""mega deal"".",company
6f46c1f7-cd57-42f2-b518-5492f14d8e50,0,"The headline explicitly states the market ""sheds $45 billion"" and ""plunges"".",market
c595f87f-84b9-47af-b098-a262fc888fbb,2,"The headline mentions ""Top 13 Growth Stock Picks"", which is a positive recommendation.",market
593bf663-0bd9-4cca-80ec-9b71e4839729,2,"The headline mentions ""Top 10 Stocks"", which is a positive recommendation.",market
65573f02-cd4a-4bb9-94bd-db2393b057b2,1,"A neutral article preparing investors for an earnings report.",company
8df5d242-71e5-43fd-8ad4-73a392c310e4,1,"A neutral look at key metrics without a clear positive or negative event being described.",company
e4fbc85c-2b9b-4be6-948b-66a5f3e0c24e,1,"The article mentions a ""selloff"" in the description, which is negative, but the main point is an analyst explaining why a competitor won't impact a company's demand, which is a neutral-to-positive analysis. The overall tone is mixed.",company
29e16394-0891-4c56-bfde-5565260c4bee,2,"The headline explicitly states stocks ""Soared"" after a company disclosed stakes.",company
b430db99-37af-406a-b04c-52804b78acd1,1,"Announcing an index review date is a neutral, routine event.",company
a429d77b-f55e-49dd-8539-bd118b0b7ebe,2,"The article explicitly states a company had a ""107% increase"" in revenue and production ""surged"".",company
71b7e3cc-5959-44e5-976f-ddb978680aa8,2,"The headline asks a positive-leaning question ""Why Nvidia (NVDA) is a Strong Growth Stock?"".",company
9d98c581-0269-4a64-a14d-9e9ca1038d49,1,"The headline mentions Asian shares ""decline"" but also a Wall St ""rebound"", making it a mixed/neutral sentiment.",market
2631a6ee-969e-4b75-9dcc-9a0a0e50abca,1,"A general article about stocks to ""dig into"" which is neutral.",company
851fa39e-626b-44df-b22a-3f250c3bdd1d,1,"Neutral report highlighting major tech companies.","company"
f506ae90-6cab-4cc8-8c20-8b3958fdca86,1,"Mixed performance; stock increased but underperformed the market.","company"
199793f8-5357-4619-9331-104f890615f6,2,"Positive article outlining a 'bull case' for the stock.","company"
27480ffa-1b55-4452-9946-f81f39032807,2,"Positive framing, questioning if the stock is the 'top stock to buy'.","company"
d02eb9a7-4e14-43bb-a7c7-6e16b58831c8,0,"Negative sentiment with phrases like 'Tech Lags' and 'Uncertainty Looms'.","industry"
2e935aa7-504f-4743-af48-679024e66601,0,"Negative outlook, discussing risks that could lead to a market tumble.","industry"
eb40682e-834c-46ca-9f29-335dc638a709,2,"Positive report of a stock jump and a new acquisition.","company"
cf963234-6281-463e-b831-67464fc47606,1,"Neutral report on the potential impact of policy changes.","company"
1ec30685-081c-485e-bf8e-bb12c07ca565,2,"Positive investment rationale highlighting stable cash flow.","company"
eee05ecf-95a8-4f30-b384-09e4483fdd34,2,"Positive announcement of a large new venture.","company"
bcf8c096-71eb-469a-9393-f95da154fc76,2,"Positive report of insider buying shares.","company"
50239d83-e0e9-4832-9dc3-d09977c22393,1,"Neutral transcript of an earnings call.","company"
c8a48e2c-10eb-40d8-8a0f-3c6e8af0d333,0,"Negative report of stock being 'under pressure'.","company"
2e53dea0-dcb3-42d7-a38e-a378e07f0e4d,2,"Positive report of stock market gains.","industry"
3ee4ede2-def9-48ac-b50c-3f08538b98bf,2,"Positive analyst rating and growth forecast.","company"
65ec91f4-72e3-450c-a050-27f57198c53a,1,"Neutral announcement of leadership changes.","company"
3f80dd3e-8052-4f3d-95ad-c18e83158b26,1,"Neutral assessment of a company's market position.","company"
adb339e7-91a3-4693-8c20-a1378ad6d389,0,"Negative report of a stock drop despite market gains.","company"
a6f50fab-d55f-470f-9197-12a49a740e9d,1,"Neutral to negative report of a stock with no revenues seeing a price increase.","company"
0348d7b2-9d89-474d-95aa-fab5d4589971,2,"Positive report on fraud reduction.","industry"
ec1d9862-6be8-4f69-b5ab-92d4c9c0d077,0,"Negative report of a significant drop in sales.","company"
0a8fe22e-572d-4d0b-9022-bbb87a939d12,0,"Negative report of a stock dipping more than the broader market.","company"
33655063-fd05-45a9-8450-f56a3585ac25,1,"Neutral report on Q4 earnings metrics.","company"
9b5e046b-c0ee-4944-9ebb-28bb10276775,1,"Neutral announcement of an upcoming earnings call.","company"
bf09310b-3bbc-4fa5-ad6b-93bd6ea6ba7e,2,"Positive report of beating earnings and revenue estimates.","company"
c79cf746-bde9-4957-8c39-c373d32b2189,0,"Negative report of a class action lawsuit.","company"
ccedfbe9-2274-41f7-bbbd-477b86a72400,2,"Positive stock upgrade and new price target.","company"
c792170e-a682-470a-ae05-8a9b24bf2f97,2,"Positive article about a top stock for billionaires.","company"
9b6ab9f2-4562-4f61-9169-3d0061871739,2,"Positive report of futures rising.","industry"
70ac49f1-a2ce-47e7-ac78-ff2542723f11,2,"Positive report on stocks hitting all-time highs.","company"
49536355-ac51-4b4e-b11e-b1459ee3a91d,1,"Neutral transcript of an earnings call.","company"
29cace49-35a8-4b09-a503-3cb4081a93b8,1,"Neutral analysis of retail trader behavior.","industry"
30d0f74b-aa0d-4b95-bbf2-f20c4d920379,0,"Negative report of exploring strategic alternatives, including a possible sale.","company"
a8e37227-0295-41ad-b689-d55d33a68e87,2,"Positive article about a top defensive stock.","company"
0c8e5195-c4c6-4a70-a0ee-b21707ffaac5,2,"Positive report on breakthrough data and new technology.","company"
a68c633c-41db-4115-8933-817e0e7f5820,0,"Negative headline about consumer sentiment plummeting, though the article mentions a market rally. The overall tone is mixed.","industry"
ba5b9ec5-0a6c-4a1b-8556-775527575a47,1,"Neutral earnings call presentation.","company"
a17aaddb-9033-46f0-a42d-d4949b591ce2,0,"Negative report of a stock declining more than the market.","company"
5b3a8454-c4b8-46e5-8039-2b459a607264,2,"Positive report of futures rising.","industry"
70b7531c-2911-497e-bcc1-c239c8d901cf,2,"Positive report on a new patient enrollment in a clinical trial.","company"
0014edb2-930b-4a26-9b98-903f848b4697,1,"Neutral announcement of a financial results webcast.","company"
183b96ac-8c2a-4b03-be47-0917deacbeb8,1,"Neutral transcript of an earnings call.","company"
94d60a82-3b0f-4072-9d4c-e9029e4f5aac,2,"Positive market news with markets soaring on relief.","industry"
faa8899e-6dcb-472f-ae5f-37dd1f2b7237,1,"Neutral report of financial and operating results.","company"
b9b1e7a8-b4d2-47a1-852c-30f0b31734d2,2,"Positive announcement of a new joint venture.","company"
c4af0444-bb25-4ecc-9530-e4588e5df3da,1,"Neutral announcement of voting results.","company"
0baaf2da-b38a-4148-90c3-922ae87a508d,2,"Positive recommendation to buy renewable energy stocks.","industry"
a80a52ea-b1af-4b66-b736-78c9298bed0a,2,"Positive article about a top defensive stock.","company"
e72a984a-e049-4eef-8043-bfdccab0e228,1,"Neutral overview of a stock's P/E ratio.","company"
c3454416-75ee-4e4e-be18-55e5ed2f750b,2,"Positive recommendation for resilient REITs.","industry"
4ee6b5d4-5dfd-486e-9117-beba96beaeae,1,"Neutral report on Q4 earnings metrics.","company"
b0529e17-c80a-4c74-9273-b0255b3125d1,2,"Positive report of a 'bear thesis crushed' and a strengthening balance sheet.","company"
c138a61b-5d76-41ab-bc06-14786219ba6c,2,"Positive report of insider buying shares.","company"
99603054-0f9d-4eb5-b951-5b2d237b31d1,0,"Negative report of an insider selling stock.","company"
c6bbff6d-0db7-4924-a9fc-3f62b2303088,2,"Positive report of a reaffirmed 'Buy' rating.","company"
a4b289ef-32f6-4ef3-981d-c05f4ff18632,2,"Positive analysis suggesting a stock is undervalued.","company"
87b5fb56-b2c9-4823-ab52-a660d0a56751,0,"Negative report of a law firm's investigation into a company.","company"
6be70d8d-0c40-424c-9ee4-13785a4bed89,1,"Neutral report on support for policyholders.","company"
997c7155-a6f6-420d-abee-fc4b67f8ce5c,0,"Negative report of a reduced price target.","company"
6ddb36e7-5697-4d98-8d5d-7d10b47e51c2,0,"Negative report of a stock declining while the market improves.","company"
1ff1074d-1809-4f58-a8f9-ae276542a469,1,"Neutral report on a weather event.","region"
123ec630-4d2c-4cef-9e45-a8155b65968c,2,"Positive analyst note with a bullish coverage initiation.","company"
cb2bd9c5-f027-4411-9c6f-4654451db35c,0,"Negative report of an insider selling shares.","company"
73bc11eb-be18-43de-a82a-5a530eee4556,0,"Negative report of a stock's shares gapping down.","company"
56d07c81-ab70-40d0-b330-7e7c8dc047e8,1,"Neutral announcement of pricing terms for a cash tender offer.","company"
207f648d-acf8-44a9-b0bd-4ba472c87f53,2,"Positive analysis with a 'Strong Buy' rating.","company"
ad3d4a2b-35c3-43f3-82f1-4eea78ca7b58,1,"Mixed report of buying one stock while trimming another.","company"
b39dbae8-35d9-4b85-b714-6abffafd479e,0,"Negative report on competitive threats and a stock drop.","company"
e933def5-2781-4dd0-a3bd-77b35adb106c,2,"Positive outlook on a company poised to benefit from stimulus.","company"
50d71ecf-691a-4098-95c5-156eaab2826b,2,"Positive analysis calling a stock the 'smarter bet'.","company"
5621e32e-c91e-4c5a-ad08-656ab4000a5a,2,"Positive report of stocks ending higher.","industry"
93af2440-686c-4858-92de-98e162f8d3b9,2,"Positive article about high-growth stocks.","industry"
92ace4b8-da50-4d29-8ff2-181aef415acb,0,"Negative report on a stock dropping.","company"
4b779a8f-f165-4741-93d8-a39084555c71,2,"Positive article about a stock that will profit from AI.","company"
24a5a923-0116-41ce-8ee3-dad8a439602e,2,"Positive report of a stock jump following a new CEO appointment.","company"
8e53dc55-4c6f-48d1-895c-c60046c960be,0,"Negative report on markets declining.","industry"
86b05b35-34b1-4ea6-a66c-3154c6a94d5c,1,"Neutral headline report covering finance, technology, and geopolitics.","industry"
04f27087-bcb0-4c03-88e5-882560e6123e,2,"Positive report of a tech rebound.","industry"
ce39247d-d124-46d6-9788-47aee74fb54b,2,"Positive earnings and revenue projections.","company"
ec2666c3-ce3e-4ea6-8b88-c3993788c8fb,2,"Positive announcement of a new AI supercomputer.","company"
7f5beebf-7321-43a5-93dd-ae686ba78ae5,2,"Positive announcement of enhanced compute platforms.","company"
84fb94b0-4d1f-44ec-9fb0-de1b0eff7629,2,"Positive analyst rating of a stock.","company"
6464700c-1d5a-4110-811e-b10992efd34c,2,"Positive report of a new product validation.","company"
d96411f9-8dd6-4182-9077-8f3cab3fca17,1,"Neutral report on a trending stock.","company"
b7bc6615-f74b-4460-8eee-5b55dd8f5a6a,0,"Negative report of stocks plummeting.","industry"
b4ff08b0-66db-465b-a08a-411c7002a678,2,"Positive report of a raised price target.","company"
a6838400-5e8d-4ab9-94bb-eee4affe431f,1,"Neutral report of futures being flat.","industry"
a420a414-3b6c-4918-8525-a4df65369d51,1,"Mixed report of stocks closing mixed.","industry"
4a3d83ae-1dd7-4739-93b8-8f8432aa47a2,1,"Neutral overview of AI policymaking.","industry"
c80cd47c-d4fd-47a9-ba35-1f4598ea8f92,2,"Positive assertion of sizeable demand for a company's products.","company"
c0365ecc-64a0-47d1-be39-72b9c7dc4d74,1,"Neutral comparison of two AI stocks.","company"
5cc915ec-58c0-4920-9693-ad2a1636a025,2,"Positive report of a stock surge and raised price target.","company"
0cfce753-d2bd-4c2b-b1a3-5cc7699afdcc,1,"Neutral analysis of investment philosophy.","industry"
bd37651c-bc27-458a-ab9a-afff20004a4d,2,"Positive article suggesting a buying opportunity.","company"
337aa671-ded5-4257-b6f7-9ca1299981a9,0,"Negative report of futures plunging.","industry"
6979c8a9-3014-421d-9949-fc279b755feb,1,"Neutral report on jobs data and earnings.","industry"
1a855ca2-3ec6-4d70-9862-d5a48a02f1cb,0,"Negative, profanity in title suggests a negative outlook.","industry"
c8fe2518-640f-4e0b-878e-16078aee54c1,0,"Negative view of a company's strategy.","company"
5db2d1c5-ce82-42bc-93c4-84a4fb86c266,0,"Negative report on a stock stumbling and having an operating loss.","company"
e488caed-5484-4eef-abfb-e6f3fdd76d8f,1,"Neutral report on a stock attracting investor attention.","company"
cafde5ef-cd3f-48af-b4cc-6acc857c59a9,2,"Positive report on new chips boosting a stock.","company"
7c30286d-db39-4f22-a85b-5904613509de,1,"Mixed report of tech rallying but an overall growth outlook cut.","industry"
13b28c87-e92e-4ce4-8297-0b820596f1da,0,"Negative report of the stock market falling.","industry"
fe02fc1a-927d-46ea-8224-34b1d52296fd,2,"Positive report on a surge in banker bonuses.","industry"
1d9d21c1-3143-408b-97c8-74baba48a152,1,"Neutral market analysis.","industry"
fce61862-1a2f-4962-b8ec-76d3679c3bd7,1,"Neutral exploration of emotion labor in the workplace.","industry"
3abbd5c4-ad7b-43ec-813d-3979d35b8f52,1,"Neutral comparison of two AI stocks.","company"
0124ba34-b42e-4084-aeaa-67c8cd013222,1,"Mixed report of Dow futures rising but a specific stock falling.","company"
2baad2b7-730b-4788-834f-47ff08940c72,2,"Positive report of a stock extending gains.","company"
84d0a3a1-3a94-45f7-9ba8-d3c1e67c1138,1,"Neutral report on stock sales and an analyst downgrade.","company"
92f342f4-c1d4-434f-9d3b-9d93d48ebcbf,2,"Positive report of a stock market rally.","industry"
122646d5-98c7-4b96-8079-3f42c8ee6beb,2,"Positive report of a stock surging amidst trade hopes.","company"
7b13b3d1-4cab-456d-9bdc-72c488c8ea27,2,"Positive list of 'best AI stocks to buy'.","industry"
cfc3c463-ff9b-4d65-a6f5-a529fc8da2af,1,"Neutral report on a discussion between a CEO and a government official.","company"
6f55b99f-40d1-4b15-a66f-ad43a3f10362,2,"Positive report of a major investment firm acquiring shares.","company"
6f6f34be-a9eb-437e-8fe0-2b40845092c3,1,"Neutral live updates on the stock market.","industry"
47d4221e-9d76-4b7c-b1dc-704892170d24,2,"Positive report on a stock's price surge.","company"
6124db36-91f2-4e69-8b73-cebc9ad07d38,2,"Positive report of stocks climbing.","industry"
72227751-f088-4bf3-9803-87037c6250ca,2,"Positive report on a stock jumping due to a bullish catalyst.","company"
ebacc97e-7068-4aee-8c49-84650d1c16ad,1,"Neutral competitive analysis.","company"
fd504e3b-17c4-4747-91cb-517624ebf383,2,"Positive report of a stock advancing while the market declines.","company"
d26c1026-42db-4f6c-9dd0-084f531986f3,2,"Positive analysis of a company as a 'tariff winner'.","company"
150093bb-a608-499f-8338-48c2ce99568d,2,"Positive outlook for Asian stocks.","region"
9c8a6d69-3dbb-4d50-afed-6737113e8876,2,"Positive report of a stock market rally.","industry"
a271eed8-4bb7-4c74-96aa-ea5ff3756a84,1,"Neutral comparison of two stocks.","company"
ef7fc859-9a21-499f-8bc7-0c0073c11d7f,2,"Positive report of futures rising.","industry"
81321cc0-46d5-417c-88ff-d7dfca23e0e4,2,"Positive article about an emerging powerhouse in AI.","company"
8b42e229-a16a-4df1-9a5e-061aa99c2b1f,0,"Negative report of a stock falling in its market debut.","company"
e6858ce2-c3b1-4aab-9204-df97bb5f7b05,2,"Positive report of stocks surging.","industry"
80dea706-a00c-46ad-84d8-30396650b9d4,2,"Positive report of modest gains in equities.","region"
a6825a69-fd9c-4765-80b3-c186cd62c2c0,1,"Neutral report on the redesign of AI chips for a specific market.","company"
76066cf8-f9af-494e-8e96-8cce8ae9b104,2,"Positive article recommending two tech stocks to buy.","company"
ff833c3e-91d6-4f01-87a6-189dcb148a77,2,"Positive article explaining why the author bought a stock on the dip.","company"
7397ea36-2b27-49db-8709-43b14aab8635,2,"Positive market trend driven by a 'buy-the-dip' mentality.","industry"
5c01d905-09ac-4063-be30-100747b99855,1,"Neutral explanation of a type of investment product.","industry"
f5b0d341-d469-4b9c-bf1a-83ff5fa52a7e,2,"Positive report of a stock rallying after a positive analyst rating.","company"
fcd3f2ea-eb73-432c-98d9-84519205be38,0,"Negative outlook for Asian shares following a US selloff.","region"
c28ce74c-9c5f-4a18-aebd-fa072c38731a,2,"Positive article about stocks that Wall Street is bullish on.","industry"
170645ab-38b7-4619-9f13-ac8cbd54a976,2,"Positive outlook with a 'Strong Buy' rating, despite challenges.","company"
e1fb76e6-7784-4d56-82ee-75cdaebe901a,2,"Positive report of a large new deal for AI data centers.","company"
efe08504-de1d-4691-b271-df340781b519,2,"Positive article about a company buying back its own stock.","company"
3f7f251c-c86f-4e6e-8ac9-9059b6803676,1,"Neutral announcement of a stockholder meeting.","company"
db42e98a-7c39-4420-9306-6e806fe67af8,1,"Neutral technical analysis of a stock.","company"
1065cddb-a644-45a7-8196-de6f642acdd2,2,"Positive article calling a stock a 'golden buying opportunity'.","company"
2ced49dc-1e49-4ff1-8294-e8ce82e2caf0,2,"Positive article about a company's turnaround strategy.","company"
20db8e90-d5b4-4c74-a022-377eec4453a7,1,"Neutral market analysis and commentary.","industry"
a0f5dcd0-78dd-4390-8b27-dc47f624abe6,2,"Positive market recap with gains across the board.","industry"
713997ed-25f2-445e-a198-4c5d45e0a0e7,2,"Positive report of a company beating earnings and revenue forecasts.","company"
5fce739c-a62e-409e-8a8c-73299ed4d2d1,0,"Negative report of markets retreating.","industry"
18215936-5d60-4b46-905f-4e9006787fb2,0,"Negative report of tech stocks coming under pressure.","industry"
e1009838-aa4a-4541-b0d7-0ffca1fb6e75,2,"Positive interview with an investor.","industry"
3d538cfa-17b0-4cc7-8acf-d0842bf09ed5,0,"Negative report of a market sell-off.","industry"
de384c2a-5e01-48c3-b728-b7d6a689edc0,1,"Neutral investor letter.","company"
560e3aab-492d-4d51-acd5-ace7e7c2cc8f,1,"Neutral inquiry into competitor dynamics.","company"
906b9f89-b2e7-4992-9bbf-9a29fb1daae9,0,"Negative analysis with a 'sell' rating due to valuation concerns.","company"
9d3c3618-5fb1-4873-be87-5af0d20e0609,1,"Neutral article highlighting major tech companies.","company"
5932d2bc-c67b-4ff7-9f38-c96cc9aee3da,0,"Negative report of a stock's downward slide.","company"
2ef2ee11-5bb8-4611-99e3-e4034fd9be57,1,"Neutral article discussing a Jim Cramer prediction.","company"
e4d9e292-52c0-43b4-8d71-6a1cd058f9ff,0,"Negative report of a securities fraud class action lawsuit.","company"
16f5cac2-7227-46e3-837c-bd564550d515,2,"Positive announcement of a promotion.","company"
7d2c9782-d7c4-40fc-8b71-68666faa2cf7,2,"Positive outlook on tech stocks from a private equity titan.","industry"
ab0ed876-b920-4735-b95c-6e5e1f53996f,1,"Mixed report of a Q4 loss but topping revenue estimates.","company"
e54477b8-301a-47ec-92cf-9659fa60cc0d,0,"Negative report of credit rating downgrades for six banks.","industry"
7fcdc800-664b-4b32-9675-43dcdd8a1870,2,"Positive report on a company's new chip matching a competitor's performance.","company"
66075df7-b2da-418a-9a61-fab60e37b640,0,"Negative report of the S&P 500 dipping and several stocks skidding.","industry"
b1bb7884-f438-470a-a28e-f68f828ab9fb,1,"Mixed weekly review with major indexes falling but rebounding on Friday.","industry"
6dffa003-8890-45cf-940a-92d1dd699942,2,"Positive report of Wall Street rising.","industry"
f4e4fa90-38bd-47db-bb3b-3f4d5b495109,1,"Neutral report on the AI stock market going through a period of 'doubt'.","industry"
aca88f19-212c-4dbf-acd4-47bbf0d365a3,2,"Positive report of the stock market opening higher.","industry"
94fb83d6-5b0b-42e9-95ea-a18193408d39,0,"Negative report of US markets tumbling.","industry"
57dedc3c-a90c-40d1-af41-2ddd7882b5c7,0,"Negative report of retail sales stirring concerns.","industry"
c975632a-c4b2-4662-b438-3c17815c775d,0,"Negative sentiment towards tariffs and their impact on the market.","industry"
73d43594-134b-40c1-bae0-7eb1e95f2101,1,"Neutral report on OpenAI using Google's AI chips.","company"
bea12320-df80-446f-a0e5-70738a613b03,1,"Neutral report on a real estate sale.","company"
8d9b1b5b-b137-46bc-8102-264968ac8c92,0,"Negative report on quantum computing stocks falling.","industry"
a44b4363-bb84-4dfb-aeaf-1c42bf827bde,2,"Positive report of U.S. equities soaring.","industry"
61a8b834-e694-42a0-8d73-773c67c4a59f,2,"Positive analysis of a stock's continued rise.","company"
201b367a-7156-4026-b1a1-87757d586b74,0,"Negative analysis of two challenging investments.","company"
0a7e843f-321c-4926-ba2a-7d3bc93dce93,0,"Negative report of a law firm's investigation into several companies.","company"
f5875de9-ad80-4ff1-bd93-32f98bc1cf44,1,"Neutral report on a likely flat open for Wall Street.","industry"
2a7645d6-9e55-42b6-b1e1-258a0c8abc3e,2,"Positive analysis with a 'buy' rating.","company"
9e9ee8d1-a019-4e2a-80c6-9b3a98f423f6,0,"Negative report of a rift rattling Wall Street and major indexes taking a hit.","industry"
f635e445-d673-40db-b4a4-43c8a1ac38c9,1,"Mixed bulls and bears report.","industry"
eda973af-d6b6-4789-bb8b-27fdbc33ca43,1,"Neutral announcement of an upcoming earnings report.","company"
7b480042-230e-4315-abca-49a926b41a52,2,"Positive report on a record-breaking funding round.","company"
1abeff30-ea86-4e06-8eff-d547411cbc07,2,"Positive outlook for U.S. stocks.","industry"
4262fab7-e9bc-4a14-9181-76f592188701,0,"Negative report of a lowered price target.","company"
d525093b-de17-4d85-b815-68559717cc3f,1,"Neutral transcript of an earnings call.","company"
be5c2809-5880-4ba5-a8f7-a8f4fbfa01fb,0,"Negative technical analysis suggesting further potential declines.","company"
4bb6978c-5681-4dc7-9d11-9b01ce390a10,0,"Negative comment from Jim Cramer about a company's core product.","company"
c365a4a8-7505-4d0e-a60b-081187916fa7,2,"Positive analysis of a company's leadership and growth.","company"
80971ad4-b0ce-48b5-91ac-55265a8ed595,2,"Positive report of a stock outperforming the broader market.","company"
b178f0a5-ec86-43bc-a44f-77f62bf1a92f,1,"Neutral report of a company exploring a potential sale.","company"
446fd92d-4c90-4653-834c-6bc5f7354b8e,2,"Positive report of the S&P 500 hitting a new record high.","industry"
0eb9ae0e-39ce-4b89-b12c-c3b3f8cfb05e,1,"Neutral comparison of two AI chip designers.","company"
5cf9441d-ad72-4aa1-93e7-71f3b93460ca,1,"Neutral article about an up-and-coming EV stock.","company"
73e36e4f-e920-4b1b-b683-518af890bd4c,1,"Mixed report of analyst ratings on a stock.","company"
fb30b3e7-4a9c-4aea-9e45-04e3f7b4d597,0,"Negative report of Wall Street drifting after discouraging data.","industry"
ab06f757-9d5f-4269-9db2-41602795f670,2,"Positive list of stock picks with huge upside potential.","industry"
5c66cff9-64ef-4f1c-96b8-700b714e4abc,1,"Mixed report with one company beating earnings while the market dropped.","industry"