article_id,url,__canon__,published_at,dupe_key
c8ae0ead-5a84-4cd6-9aa8-fc7895a245f6,https://www.raskmedia.com.au/2025/06/29/rmd-share-price-why-investors-like-healthcare-shares-4/,RMD share price: why investors like healthcare shares,2025-06-29 03:18:01+00:00,canon
85b993dd-1e5d-471a-888a-6a23c3025ba8,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-june-26-2025-11761578,5 Things to Know Before the Stock Market Opens,2025-06-26 11:35:26+00:00,canon
fa8cf154-bba4-4f22-a0a4-72ce1903c096,https://www.gurufocus.com/news/2939467/investor-alert-pomerantz-law-firm-reminds-investors-with-losses-on-their-investment-in-doubleverify-holdings-incof-class-action-lawsuit-and-upcoming-deadlines-dv,"INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in DoubleVerify Holdings, Inc. of Class Action Lawsuit and Upcoming Deadlines - DV",2025-06-23 16:00:04+00:00,canon
a1c4e491-1ea0-4f78-9070-2fecb3d94aa1,https://www.gurufocus.com/news/2931725/investor-alert-pomerantz-law-firm-reminds-investors-with-losses-on-their-investment-in-doubleverify-holdings-incof-class-action-lawsuit-and-upcoming-deadlines-dv,"INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in DoubleVerify Holdings, Inc. of Class Action Lawsuit and Upcoming Deadlines - DV",2025-06-17 16:00:04+00:00,canon
85d074ac-4c8a-4a58-84e5-845f93a87225,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-june-13-2025-11753375,5 Things to Know Before the Stock Market Opens,2025-06-13 11:29:54+00:00,canon
5d29b888-0dc3-4976-9fc7-3a9de86e1c06,https://www.gurufocus.com/news/2918288/investor-alert-pomerantz-law-firm-reminds-investors-with-losses-on-their-investment-in-doubleverify-holdings-incof-class-action-lawsuit-and-upcoming-deadlines-dv,"INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in DoubleVerify Holdings, Inc. of Class Action Lawsuit and Upcoming Deadlines - DV",2025-06-10 14:00:05+00:00,canon
1391c91f-39d0-4d95-8418-189e421dfe83,https://www.manilatimes.net/2025/06/04/tmt-newswire/globenewswire/canadian-general-investments-investment-update-unaudited/2127586,Canadian General Investments: Investment Update - Unaudited,2025-06-04 14:22:14+00:00,canon
f5875de9-ad80-4ff1-bd93-32f98bc1cf44,https://www.rttnews.com/story.aspx?Id=3543923,Futures Pointing To Roughly Flat Open On Wall Street,2025-06-03 12:50:45+00:00,canon
4c999d9b-15df-4822-bdff-fcc93d202344,https://www.raskmedia.com.au/2025/05/20/an-easy-way-to-value-rmd-and-nwl-shares-3/,An easy way to value RMD and NWL shares,2025-05-19 19:52:49+00:00,canon
3362b4f1-4766-4fa8-88c1-6bafb58f0afe,https://www.raskmedia.com.au/2025/05/18/rmd-share-price-why-investors-like-healthcare-shares-2/,RMD share price: why investors like healthcare shares,2025-05-18 03:22:48+00:00,canon
8f029b2a-4889-4563-b198-c1a5ea1b8857,https://www.cnbc.com/2025/05/11/here-are-the-3-things-were-watching-in-the-stock-market-in-the-week-ahead.html,Here are the 3 things we're watching in the stock market in the week ahead,2025-05-11 17:22:23+00:00,canon
7125e796-8abf-4fa0-9fec-6b8b8a4a82c6,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-may-08-2025-11730596,5 Things to Know Before the Stock Market Opens,2025-05-08 12:01:14+00:00,canon
2631a6ee-969e-4b75-9dcc-9a0a0e50abca,https://www.raskmedia.com.au/2025/05/07/min-and-resmed-cdi-2-asx-shares-to-dig-into-2/,MIN and Resmed CDI: 2 ASX shares to dig into,2025-05-06 19:52:48+00:00,canon
5b429833-ce99-4f0f-b7c7-f7fd8325a8b4,https://www.manilatimes.net/2025/05/05/tmt-newswire/globenewswire/canadian-general-investments-investment-update-unaudited/2105975,Canadian General Investments: Investment Update - Unaudited,2025-05-05 15:40:52+00:00,canon
ae200aa3-9d12-445d-829a-63325bdd9501,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-may-5-2025-11728003,5 Things to Know Before the Stock Market Opens,2025-05-05 11:23:01+00:00,canon
e488caed-5484-4eef-abfb-e6f3fdd76d8f,https://www.zacks.com/stock/news/2461034/advanced-micro-devices-inc-amd-is-attracting-investor-attention-here-is-what-you-should-know?cid=CS-ZC-FT-tale_of_the_tape|most_searched_stocks-2461034,"Advanced Micro Devices, Inc. (AMD) is Attracting Investor Attention: Here is What You Should Know",2025-05-02 13:00:12+00:00,canon
f18d171c-daa0-4d46-b52f-d845a5ad74d7,https://www.raskmedia.com.au/2025/04/28/rmd-share-price-why-investors-like-healthcare-shares/,RMD share price: why investors like healthcare shares,2025-04-27 22:32:48+00:00,canon
aad03b0f-e156-4661-b24f-8bad25dbd543,https://www.raskmedia.com.au/2025/04/15/min-and-resmed-cdi-2-asx-shares-to-dig-into/,MIN and Resmed CDI: 2 ASX shares to dig into,2025-04-14 21:23:02+00:00,canon
0236db26-e299-4082-99a1-afbccc15f94d,https://www.gurufocus.com/news/2764397/dv-investors-have-opportunity-to-join-doubleverify-holdings-inc-fraud-investigation-with-the-schall-law-firm,"DV Investors Have Opportunity to Join DoubleVerify Holdings, Inc. Fraud Investigation with the Schall Law Firm",2025-04-07 11:00:06+00:00,canon
1915d542-3839-4220-b934-bc148eeaadcd,https://www.raskmedia.com.au/2025/04/07/an-easy-way-to-value-rmd-and-nwl-shares/,An easy way to value RMD and NWL shares,2025-04-06 21:22:52+00:00,canon
fcea0251-23ba-4c03-8494-3bd7eaa4b03e,https://www.manilatimes.net/2025/04/04/tmt-newswire/globenewswire/canadian-general-investments-investment-update-unaudited/2086375,Canadian General Investments: Investment Update - Unaudited,2025-04-03 20:31:39+00:00,canon
957dd282-39b2-4371-9ae5-2957f37de7b7,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-march-27-2025-11704151,5 Things to Know Before the Stock Market Opens,2025-03-27 11:55:57+00:00,canon
45d4dadd-6a33-4ef6-ab85-a1474cb15b8f,https://www.zacks.com/stock/news/2432718/heres-why-nvidia-nvda-is-a-strong-growth-stock?cid=CS-ZC-FT-tale_of_the_tape|zacks_education_growth_score-2432718,Here's Why Nvidia (NVDA) is a Strong Growth Stock,2025-03-20 13:45:08+00:00,canon
38988f96-8e6c-421e-9ba9-0503444b2faf,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-march-20-2025-11700267,5 Things to Know Before the Stock Market Opens,2025-03-20 11:18:00+00:00,canon
8779b64b-f828-42d5-a140-5e6f09f78d35,https://www.zacks.com/stock/news/2430661/advanced-micro-devices-inc-amd-is-attracting-investor-attention-here-is-what-you-should-know?cid=CS-ZC-FT-tale_of_the_tape|most_searched_stocks-2430661,"Advanced Micro Devices, Inc. (AMD) is Attracting Investor Attention: Here is What You Should Know",2025-03-17 13:00:13+00:00,canon
4b32d072-a1d6-4e82-acd8-9b48fff083d0,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-march-17-2025-11698052,5 Things to Know Before the Stock Market Opens,2025-03-17 11:55:26+00:00,canon
aca31a7f-b53a-4996-8a56-65a550515012,https://www.gurufocus.com/news/2738875/dv-investors-have-opportunity-to-join-doubleverify-holdings-inc-fraud-investigation-with-the-schall-law-firm,"DV Investors Have Opportunity to Join DoubleVerify Holdings, Inc. Fraud Investigation with the Schall Law Firm",2025-03-14 10:00:06+00:00,canon
6e4967da-3bab-4009-b052-792cb3621525,https://www.gurufocus.com/news/2734563/dv-investors-have-opportunity-to-join-doubleverify-holdings-inc-fraud-investigation-with-the-schall-law-firm,"DV Investors Have Opportunity to Join DoubleVerify Holdings, Inc. Fraud Investigation with the Schall Law Firm",2025-03-11 01:00:03+00:00,canon
afcd88f0-a822-49c9-aed7-db6eb1af5598,https://www.gurufocus.com/news/2733050/dv-investors-have-opportunity-to-join-doubleverify-holdings-inc-fraud-investigation-with-the-schall-law-firm,"DV Investors Have Opportunity to Join DoubleVerify Holdings, Inc. Fraud Investigation with the Schall Law Firm",2025-03-08 01:00:02+00:00,canon
a838ea8c-0d3b-4b94-bfc8-a45074781163,https://financialpost.com/globe-newswire/canadian-general-investments-investment-update-unaudited-56,Canadian General Investments: Investment Update - Unaudited,2025-03-05 15:13:44+00:00,canon
67c2a1d9-496b-436f-963b-988f3ad69676,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-march-4-2025-11690179,5 Things to Know Before the Stock Market Opens,2025-03-04 13:08:47+00:00,canon
ac66e27b-6f7a-4f4f-bfa2-44bce9bd7a33,https://www.cnbc.com/2025/03/02/here-are-the-3-things-were-watching-in-the-stock-market-in-the-week-ahead.html,Here are the 3 things we're watching in the stock market in the week ahead,2025-03-02 15:37:17+00:00,canon
e84d75ae-0260-4096-b5c7-b84c9c341d9b,https://www.manilatimes.net/2025/02/25/tmt-newswire/globenewswire/iogear-introduces-quantum-thunderbolt-5-dock-pro-a-powerful-dock-for-creative-professionals-and-hybrid-workers/2061478,IOGEAR Introduces Quantum Thunderbolt™ 5 Dock Pro: A Powerful Dock for Creative Professionals and Hybrid Workers,2025-02-24 16:42:30+00:00,canon
0242d2b3-b1ad-4240-94a9-b144b8bc8c22,https://markets.businessinsider.com/news/stocks/iogear-introduces-quantum-thunderbolt-5-dock-pro-a-powerful-dock-for-creative-professionals-and-hybrid-workers-1034400106,IOGEAR Introduces Quantum Thunderbolt™ 5 Dock Pro: A Powerful Dock for Creative Professionals and Hybrid Workers,2025-02-24 16:32:07+00:00,canon
3241e0c3-ca91-40ff-ac02-5a1b564ec68b,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-february-24-2025-11684997,5 Things to Know Before the Stock Market Opens,2025-02-24 12:50:33+00:00,canon
6130d2ee-3821-4cc5-8e0e-c992355b52f3,https://www.gurufocus.com/news/2710093/mpwr-investors-have-opportunity-to-lead-monolithic-power-systems-inc-securities-fraud-lawsuit,"MPWR Investors Have Opportunity to Lead Monolithic Power Systems, Inc. Securities Fraud Lawsuit",2025-02-22 16:00:02+00:00,canon
b23f96af-fe2a-431d-a110-41515c9d793b,https://www.rttnews.com/story.aspx?Id=3515144,Futures Pointing To Roughly Flat Open On Wall Street,2025-02-21 13:53:46+00:00,canon
7d23c802-1307-4536-b2c8-57214ed86887,https://www.manilatimes.net/2025/02/19/tmt-newswire/globenewswire/hydreight-technologies-provides-update-to-financing/2058084,Hydreight Technologies Provides Update to Financing,2025-02-18 23:34:30+00:00,canon
c8f462c4-4b9a-44b4-9de6-1fade78dcbef,https://financialpost.com/globe-newswire/hydreight-technologies-provides-update-to-financing,Hydreight Technologies Provides Update to Financing,2025-02-18 23:33:44+00:00,canon
7a3ba4df-996b-4515-9a57-51c71f79666f,https://www.gurufocus.com/news/2701337/mpwr-investors-have-opportunity-to-lead-monolithic-power-systems-inc-securities-fraud-lawsuit,"MPWR Investors Have Opportunity to Lead Monolithic Power Systems, Inc. Securities Fraud Lawsuit",2025-02-17 22:00:06+00:00,canon
99a1bf24-0f49-41f7-9fb9-f9c735dcda01,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-february-06-2025-8786856,5 Things to Know Before the Stock Market Opens,2025-02-06 13:03:30+00:00,canon
c03be41e-1680-40c8-9b6b-2db81a043fa8,https://www.manilatimes.net/2025/02/06/tmt-newswire/globenewswire/canadian-general-investments-investment-update-unaudited/2050718,Canadian General Investments: Investment Update - Unaudited,2025-02-05 16:52:31+00:00,canon
71b7e3cc-5959-44e5-976f-ddb978680aa8,https://www.zacks.com/stock/news/2410119/heres-why-nvidia-nvda-is-a-strong-growth-stock?cid=CS-ZC-FT-tale_of_the_tape|zacks_education_growth_score-2410119,Here's Why Nvidia (NVDA) is a Strong Growth Stock,2025-02-05 14:45:12+00:00,canon
3c7df6e0-c956-42a7-91a3-a5f4f3f59f71,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-february-04-2025-8785458,5 Things to Know Before the Stock Market Opens,2025-02-04 13:07:04+00:00,canon
7683c6cb-6190-4baa-a541-40994ea79be9,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-february-03-2025-8784711,5 Things to Know Before the Stock Market Opens,2025-02-03 13:06:57+00:00,canon
422b2680-ecb0-4f27-98a7-5e09857584eb,https://www.raskmedia.com.au/2025/02/02/how-to-value-rmd-and-zip-shares-2/,How to value RMD and ZIP shares,2025-02-01 20:27:44+00:00,canon
21b02155-a5b8-4f67-91c8-9a5f2f9b207d,https://financialpost.com/globe-newswire/canadian-general-investments-investment-update-unaudited-54,Canadian General Investments: Investment Update - Unaudited,2025-01-06 20:53:28+00:00,canon
d0ba48d3-b384-4238-95b8-8c9e7b978381,https://www.raskmedia.com.au/2025/01/06/how-to-value-rmd-and-zip-shares/,How to value RMD and ZIP shares,2025-01-06 05:42:30+00:00,canon
